timestamp,temperature_c,label
2024-01-01 00:00:00,9.560891121808472,0
2024-01-01 01:00:00,12.425289179156978,0
2024-01-01 05:00:00,11.520298224208334,0
2024-01-01 08:00:00,12.869705128944888,0
2024-01-01 10:00:00,16.30739416376408,0
2024-01-01 12:00:00,17.24821262759954,0
2024-01-01 16:00:00,18.34979387883841,0
2024-01-01 17:00:00,19.311852933488968,0
2024-01-01 20:00:00,14.549419217842235,0
2024-01-01 21:00:00,16.376980274309275,0
2024-01-01 22:00:00,12.4077023548686,0
2024-01-02 01:00:00,10.846814167762195,0
2024-01-02 05:00:00,13.949591290668405,0
2024-01-02 08:00:00,15.423707006487094,1
2024-01-02 12:00:00,18.05170938866699,1
2024-01-02 15:00:00,17.97752121432481,1
2024-01-02 19:00:00,16.4710307,1
2024-01-02 22:00:00,14.158811670019023,1
2024-01-02 23:00:00,13.151185351733789,1
2024-01-03 03:00:00,10.983925407275626,1
2024-01-03 05:00:00,11.591869890788004,1
2024-01-03 08:00:00,13.800444210770562,0
2024-01-03 10:00:00,14.39787222046885,0
2024-01-03 11:00:00,16.473157632233782,0
2024-01-03 15:00:00,20.190519387611,0
2024-01-03 19:00:00,15.450969365765442,0
2024-01-03 22:00:00,13.830227728569565,0
2024-01-04 00:00:00,11.26851314902901,0
2024-01-04 04:00:00,11.350562198421676,0
2024-01-04 07:00:00,12.614285171020033,0
2024-01-04 09:00:00,16.853517386269818,0
2024-01-04 11:00:00,17.68854477332852,0
2024-01-04 12:00:00,16.334908314113754,0
2024-01-04 13:00:00,19.350220217374407,0
2024-01-04 16:00:00,18.014766065942013,0
2024-01-04 20:00:00,15.423525523057258,0
2024-01-04 21:00:00,15.45722781242876,0
2024-01-05 01:00:00,11.014986002854538,0
2024-01-05 05:00:00,12.676509886118248,0
2024-01-05 07:00:00,12.13977244785238,0
2024-01-05 10:00:00,15.361724838968902,0
2024-01-05 11:00:00,16.281539449410722,0
2024-01-05 15:00:00,18.390418023642408,0
2024-01-05 18:00:00,19.21664151307202,0
2024-01-05 20:00:00,16.85901625,0
2024-01-05 21:00:00,17.12111726648294,0
2024-01-06 01:00:00,14.315663948456454,0
2024-01-06 03:00:00,9.821732080596297,0
2024-01-06 07:00:00,13.14309547170785,0
2024-01-06 10:00:00,14.682428319353065,0
2024-01-06 14:00:00,17.989168710773455,0
2024-01-06 18:00:00,17.130920631354495,0
2024-01-06 19:00:00,15.790006669949175,0
2024-01-06 21:00:00,13.796327791437008,0
2024-01-06 23:00:00,12.885451264690795,0
2024-01-07 01:00:00,10.124708401477728,0
2024-01-07 02:00:00,12.195721164488058,0
2024-01-07 05:00:00,10.483466258640398,0
2024-01-07 06:00:00,15.591927758048651,0
